True,0,19,66,0
True,0,16134,32297,0
True,0,25,68,0
True,0,19,66,0
True,0,16134,32297,0
True,0,25,68,0
True,0,5399,10855,1
True,0,11167,22535,1
True,0,41,142,1
True,0,5399,10855,1
True,0,11167,22535,1
True,0,51,160,1
True,0,63,204,1
True,0,49,164,1
