Generation,PopBest,PopAvg,BestOverall
0,0.4788848,0.3754674,0.4788848
1,2.263455,0.9138479,2.263455
2,2.16112,0.6028144,2.263455
3,2.449095,1.588652,2.449095
4,2.397416,1.273296,2.449095
5,3.370056,1.535204,3.370056
6,3.748736,1.823553,3.748736
7,3.869951,1.504819,3.869951
8,3.61901,1.12743,3.869951
9,49.2665,6.086789,49.2665

