Generation,PopBest,PopAvg,BestOverall
0,0.09577695,0.07516105,0.09577695
1,0.452691,0.1831039,0.452691
2,0.4267507,0.1200156,0.452691
3,0.489819,0.3179844,0.489819
4,0.497176,0.2572176,0.497176
5,0.5115808,0.2973183,0.5115808
6,0.5376122,0.2887705,0.5376122
7,0.2704093,0.1742202,0.5376122
8,0.5494351,0.2570507,0.5494351
9,0.5396004,0.2379945,0.5494351

