Generation,PopBest,PopAvg,BestOverall
0,187.2654,5.953036,187.2654
1,249.9171,82.79388,249.9171
2,326.2002,111.4455,326.2002
3,322.2793,82.31882,326.2002
4,384.1479,140.0124,384.1479
5,451.205,136.3327,451.205
6,27547.45,2310.638,27547.45
7,26022.56,1562.054,27547.45
8,27948.79,2425.871,27948.79
9,27889.29,3351.835,27948.79

