Generation,PopBest,PopAvg,BestOverall
0,0.2623516,0.2623516,0.2623516
1,-0.2966059,-0.2966059,0.2623516
2,4.889227,4.889227,4.889227
3,0.2531317,0.2531317,4.889227
4,-0.9802375,-0.9802375,4.889227
5,-6.826656,-6.826656,4.889227
6,-0.3924277,-0.3924277,4.889227
7,-1.201549,-1.201549,4.889227
8,-1.028648,-1.028648,4.889227
9,-8.193923,-8.193923,4.889227

