Generation,PopBest,PopAvg,BestOverall
0,17.92013,-0.04491231,17.92013
1,23.1064,9.026941,23.1064
2,23.89599,14.30416,23.89599
3,24.74285,13.97318,24.74285
4,27.23713,13.29233,27.23713
5,27.23713,11.79567,27.23713
6,24.02843,8.404656,27.23713
7,25.92259,10.10964,27.23713
8,27.19727,10.05894,27.23713
9,24.04394,8.285226,27.23713

