Generation,PopBest,PopAvg,BestOverall
0,9.659744,-0.1300787,9.659744
1,14.30188,1.726851,14.30188
2,17.23247,2.295937,17.23247
3,15.98219,2.154955,17.23247
4,21.98784,2.428889,21.98784
5,27.38754,2.225246,27.38754
6,19.03464,2.319744,27.38754
7,23.62787,2.68854,27.38754
8,26.85913,2.79322,27.38754
9,26.72321,2.53362,27.38754

